Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
GNRC,Generac Holdings Inc.,Buy,Strong buy,Neutral,61.04557159,15.14,13.07425147,120.6146132,88.4762518,88.08736328,Bearish Engulfing
SOLS,Solstice Advanced Materials Inc.,Buy,Strong buy,Neutral,58.20040178,-0.64,4.145515882,55.84564382,61.03160624,63.62138858,
MOD,Modine Manufacturing Company,Buy,Strong buy,Sell,56.50947553,-12.04,27.77073706,50.4754861,73.77471531,80.25143945,
COKE,"Coca-Cola Consolidated, Inc.",Buy,Buy,Neutral,50.93798575,-4.63,-7.037167647,11.05702726,40.34782609,29.99463231,
PEN,"Penumbra, Inc.",Sell,Strong sell,Neutral,40.88970605,-3.5,-1.911080882,-65.97429272,40.12195122,50.08981804,
NYT,New York Times Company (The),Sell,Sell,Neutral,45.60490798,0.27,-0.770775,-46.94832049,40.21835798,41.77342548,
NBIX,"Neurocrine Biosciences, Inc.",Sell,Strong sell,Neutral,45.21442301,1.72,-0.207132353,-124.9709339,35.6951901,47.56741981,
APTV,Aptiv PLC,Neutral,Sell,Buy,49.29152088,0.71,0.824005814,29.24709355,60.25428413,64.45550028,
ALLE,Allegion plc,Neutral,Buy,Neutral,54.50509238,1.19,1.175869412,142.8561182,85.55294416,76.99550276,
BF.A,Brown Forman Inc,Neutral,Neutral,Sell,49.7088558,-1.47,2.308012941,-7.573531663,43.68050185,50.34336357,"Bearish Engulfing, Marubozu Black"
CNH,CNH Industrial N.V.,Strong sell,Strong sell,Sell,39.64906898,-1.33,-0.220276471,-107.9708048,6.127355426,9.418453541,
AVY,Avery Dennison Corporation,Strong sell,Strong sell,Neutral,39.76774005,-7.24,-1.689028235,-142.5776539,9.321359276,15.66001359,
GMED,"Globus Medical, Inc.",Buy,Strong buy,Buy,55.42562637,0.72,5.255875882,55.5469559,65.85202803,71.75180241,
COO,"The Cooper Companies, Inc.",Sell,Strong sell,Sell,24.79574824,-7.36,-4.237154412,-183.9704533,7.219400933,5.473114985,Long Upper Shadow
BLD,TopBuild Corp.,Buy,Strong buy,Neutral,58.50764892,49.35,78.02997206,82.87659599,72.92099525,76.32865879,
DY,"Dycom Industries, Inc.",Strong buy,Strong buy,Buy,66.43431793,19.06,40.65046176,77.6293989,88.93348543,88.32960399,"Hanging Man, Long Lower Shadow"
HL,Hecla Mining Company,Sell,Strong sell,Buy,45.41816325,-0.65,-0.454823529,-56.42089103,25.35787321,23.9996042,
UNM,Unum Group,Buy,Strong buy,Neutral,53.8037317,-0.07,2.483119118,27.6823814,42.37104137,54.13463695,Long Upper Shadow
SWK,"Stanley Black & Decker, Inc.",Strong buy,Strong buy,Buy,64.18404266,7.51,5.152045588,182.4512126,91.00189596,89.4814749,
PNW,Pinnacle West Capital Corporation,Buy,Buy,Neutral,52.60116215,-0.22,0.664914706,0.775628043,56.39246779,45.75660662,Spinning Top Black
BBY,"Best Buy Co., Inc.",Strong sell,Strong sell,Neutral,36.44327132,-1.58,-0.691203529,-183.3333294,9.78292483,27.60399016,
JAZZ,Jazz Pharmaceuticals plc,Strong buy,Strong buy,Neutral,59.57942834,5.91,10.09606765,74.0240021,59.70565692,64.99023687,
AGNC,AGNC Investment Corp.,Strong buy,Strong buy,Buy,64.05289296,0.58,0.560832132,117.9413361,88.02747097,84.22743163,
ELS,"Equity Lifestyle Properties, Inc.",Sell,Strong sell,Sell,40.09085589,-1.53,-0.885305882,-92.26881686,23.25,28.33543302,
PL,Planet Labs PBC,Buy,Strong buy,Neutral,53.35435634,1.13,5.195689706,-1.270058085,45.91386911,61.00835395,
CRBG,Corebridge Financial Inc.,Buy,Buy,Neutral,58.7838492,1.76,1.758780882,70.54530289,66.01748435,68.13597817,
VICR,Vicor Corporation,Buy,Strong buy,Sell,75.66758445,82.39,69.92160824,131.4756325,80.21621819,81.13873441,
SOLV,Solventum Corporation,Buy,Buy,Neutral,57.54725395,2.37,2.411311765,67.64704098,73.62575039,72.90720687,
IESC,"IES Holdings, Inc.",Buy,Strong buy,Buy,68.85822511,67.51,84.18359853,139.869362,93.95755556,93.63001252,Long Lower Shadow
BJ,"BJ's Wholesale Club Holdings, Inc.",Strong sell,Strong sell,Neutral,44.38343473,-0.28,-0.537050294,-38.78127886,62.45315213,68.23854212,
SF,Stifel Financial Corporation,Neutral,Buy,Neutral,51.77772892,-1.81,3.897307647,5.537445924,36.84458186,45.76680744,
MEDP,"Medpace Holdings, Inc.",Sell,Strong sell,Neutral,36.01222507,-79.86,-27.50663706,-157.5314601,22.43674959,34.77158733,
ARMK,Aramark,Buy,Strong buy,Neutral,65.6705601,2.23,3.636764706,95.28885454,81.95814763,83.6205821,
SCI,Service Corporation International,Buy,Strong buy,Sell,62.3637828,4.01,4.132911765,203.77162,87.66699324,89.85274346,
IONS,"Ionis Pharmaceuticals, Inc.",Sell,Strong sell,Sell,38.90734258,-2.72,0.353589706,-134.8144678,17.60114098,31.53634349,
MDGL,"Madrigal Pharmaceuticals, Inc.",Buy,Buy,Neutral,55.51719215,-5.58,26.974475,-62.23863348,38.06696142,42.33168676,
GL,Globe Life Inc.,Buy,Strong buy,Sell,65.79230059,4.52,7.945657941,100.7155505,83.81301431,88.25779426,Long Upper Shadow
ONON,On Holding AG,Sell,Strong sell,Neutral,47.29573678,1.74,0.053264706,47.6369484,68.61310941,73.73201164,Doji
WMS,"Advanced Drainage Systems, Inc.",Buy,Strong buy,Neutral,55.29973301,0.45,10.21158353,62.4931625,65.44392931,72.12378024,
HUBS,"HubSpot, Inc.",Sell,Sell,Neutral,46.58705849,19.79,-13.43582382,8.763800444,57.25630842,59.90210612,
SAIA,"Saia, Inc.",Buy,Strong buy,Buy,70.54136635,47.58,69.99409706,105.3028975,87.5255447,87.1409195,"Long Upper Shadow, Shooting Star"
KTOS,"Kratos Defense & Security Solutions, Inc.",Sell,Strong sell,Neutral,35.65156851,-10.39,-10.57779206,-164.4485646,8.025519812,15.43198039,
HRL,Hormel Foods Corporation,Sell,Strong sell,Neutral,44.32661753,0.99,-0.4736,13.1110417,73.72484419,68.64231052,Long Upper Shadow
AR,Antero Resources Corporation,Neutral,Sell,Neutral,47.45518765,0.98,-2.290095588,-18.73127855,51.98869418,46.52923148,Spinning Top Black
PSKY,Paramount Skydance Corporation,Sell,Strong sell,Sell,47.23400297,-0.14,1.187677059,5.820736667,47.70492253,68.70449723,
FHN,First Horizon Corporation,Strong buy,Strong buy,Buy,60.02082757,0.31,1.385175,65.22448923,70.05480817,76.00745323,
DOC,"Healthpeak Properties, Inc.",Sell,Strong sell,Neutral,38.81938816,-0.3,-0.448620765,-97.71823457,23.70892019,25.65912676,
EQH,"Equitable Holdings, Inc.",Buy,Buy,Neutral,58.77380581,3.33,2.503687647,72.48315886,69.11159526,70.11881812,
CLX,Clorox Company (The),Sell,Strong sell,Sell,35.16809039,-6.73,-6.294052941,-160.1494386,9.406681021,7.758411209,
DKNG,DraftKings Inc.,Buy,Buy,Buy,52.54125173,1.02,-0.537411765,94.93211888,49.30737717,39.0644482,
U,Unity Software Inc.,Buy,Buy,Neutral,64.21033318,3.84,3.720458824,101.4392082,77.9956427,73.92883079,
GH,"Guardant Health, Inc.",Neutral,Sell,Neutral,49.14768593,6.29,1.352367647,7.071254033,56.75528289,58.37764145,Spinning Top Black
AIZ,"Assurant, Inc.",Buy,Strong buy,Neutral,66.66921808,10.34,9.134130882,135.5975413,89.40223302,89.20540939,
BMNR,"BitMine Immersion Technologies, Inc.",Sell,Sell,Neutral,49.97859346,0.04,1.116830882,33.26394584,48.25010176,60.80147342,
WBS,Webster Financial Corporation,Buy,Strong buy,Sell,55.29630995,-0.22,1.912573529,33.65396034,44.62120135,54.77760579,
GWRE,"Guidewire Software, Inc.",Sell,Strong sell,Neutral,46.40846572,12.44,-7.393060294,-6.4362468,57.74778849,60.55627856,
MP,MP Materials Corp.,Strong buy,Strong buy,Buy,59.03310829,8.12,8.310344412,70.60839402,67.5428691,76.41259092,
GEN,Gen Digital Inc.,Sell,Strong sell,Neutral,42.99603901,0.11,-0.348155882,-16.05711608,39.88700565,50.47080979,Spinning Top White
AAOI,"Applied Optoelectronics, Inc.",Buy,Strong buy,Neutral,56.53955554,-7.41,30.81605706,44.70303494,59.85579774,64.51662622,
BWA,BorgWarner Inc.,Buy,Strong buy,Neutral,53.8075854,1.83,1.991674606,78.13948026,81.32828698,80.99403745,Bearish Engulfing
CCK,"Crown Holdings, Inc.",Sell,Strong sell,Neutral,43.84907959,-6.21,-0.71375,-59.85828479,15.15047274,18.74159552,Long Upper Shadow
GME,GameStop Corporation,Strong buy,Strong buy,Buy,60.95818201,2.015,1.438570485,99.45998536,74.5086293,77.36034588,
EXEL,"Exelixis, Inc.",Buy,Buy,Buy,52.13348247,-0.31,2.430586765,39.03681935,42.72419628,61.79612879,Long Upper Shadow
UDR,"UDR, Inc.",Sell,Strong sell,Neutral,45.2146072,-0.21,-0.046477941,-17.38192742,41.17647059,42.85387815,
IVZ,Invesco Ltd,Buy,Strong buy,Sell,58.71584913,1.18,1.371374412,114.2833844,88.1277383,90.35082607,
SFD,"Smithfield Foods, Inc.",Buy,Strong buy,Sell,58.66993233,0,2.298291765,42.33158608,65.49118388,65.30031478,"Bearish Engulfing, Marubozu Black"
DPZ,Domino's Pizza Inc,Strong sell,Strong sell,Sell,29.92981322,-33.53,-9.189557353,-320.668483,30.93050672,38.46587839,
GDDY,GoDaddy Inc.,Sell,Strong sell,Neutral,49.20889062,2.41,2.629147059,58.88024529,61.42557652,72.23713283,
FLS,Flowserve Corporation,Strong buy,Strong buy,Buy,64.40510315,3.44,5.036311765,101.3631937,80.39944031,76.22020327,
FORM,"FormFactor, Inc.",Buy,Strong buy,Neutral,67.56668103,15.71,35.59659235,91.7722919,84.75696841,88.26691944,Bearish Engulfing
WTRG,"Essential Utilities, Inc.",Sell,Sell,Sell,47.13704393,-0.18,-0.499173529,-41.95171637,53.58099255,49.25140697,Long Upper Shadow
SPXC,"SPX Technologies, Inc.",Buy,Strong buy,Neutral,57.55182998,1.18,13.40982559,74.32395197,77.88067077,77.64203896,
HLI,"Houlihan Lokey, Inc.",Buy,Buy,Neutral,62.21782313,3.67,11.90316324,57.39986545,76.4880811,79.92014346,
DINO,HF Sinclair Corporation,Strong buy,Strong buy,Buy,59.25995006,3.24,0.683060588,84.3179792,73.80247305,62.86763335,
SEIC,SEI Investments Company,Buy,Strong buy,Neutral,72.88947658,12.26,7.486715824,185.0449828,85.48976623,89.52176053,
AIT,"Applied Industrial Technologies, Inc.",Strong buy,Strong buy,Buy,66.49505849,4.84,19.64381029,90.1472995,89.71457687,87.37728464,
AMH,American Homes 4 Rent,Neutral,Buy,Neutral,57.19911633,0.55,1.426739706,70.38405396,66.52723719,70.27053737,
ALSN,"Allison Transmission Holdings, Inc.",Buy,Strong buy,Sell,67.11982218,4.09,12.72034882,108.0396343,88.33394203,93.43253085,Bearish Engulfing
ENSG,"The Ensign Group, Inc.",Sell,Strong sell,Neutral,37.2254336,-10.36,-10.82652647,-109.8190975,20.55045872,15.2749842,"Inverted Hammer, Long Upper Shadow"
CACI,"CACI International, Inc.",Strong sell,Strong sell,Sell,30.8213732,-37.94,-50.19783382,-110.1261997,24.2752171,22.13171603,
ELAN,Elanco Animal Health Incorporated,Sell,Strong sell,Neutral,39.42416441,-1.77,-1.041426471,-122.5756926,24.3902439,23.33275694,
TTD,"The Trade Desk, Inc.",Neutral,Sell,Neutral,50.24436086,1.92,0.045549118,84.90167435,76.57559199,76.74559806,
WYNN,"Wynn Resorts, Limited",Neutral,Neutral,Buy,51.35519258,2.45,3.171194118,35.47365318,43.48235528,50.30953152,
CAVA,"CAVA Group, Inc.",Buy,Strong buy,Neutral,61.59416948,10.02,9.229211471,73.95698693,75.2892106,80.32362032,
RBRK,"Rubrik, Inc.",Buy,Buy,Neutral,53.83534493,4.64,2.129002059,64.70787123,69.7314835,74.19155378,
UHS,"Universal Health Services, Inc.",Sell,Strong sell,Neutral,44.049966,-3.69,-5.496327941,-70.50682583,36.29782665,36.47208929,
JKHY,"Jack Henry & Associates, Inc.",Sell,Strong sell,Neutral,38.95966851,-0.39,-5.946255882,-75.9535678,28.77925675,39.2720633,Long Upper Shadow
DRS,"Leonardo DRS, Inc.",Sell,Strong sell,Neutral,35.8815972,-6.71,-3.392808824,-160.5205872,12.34309072,9.316880953,
NTNX,"Nutanix, Inc.",Buy,Buy,Buy,54.49947494,3.46,1.047465882,75.02468368,79.5170332,82.26246946,
ERIE,Erie Indemnity Company,Strong sell,Strong sell,Sell,36.53633692,-30.07,-1.111179412,-271.0134997,21.27913947,33.75627223,
AFG,"American Financial Group, Inc.",Strong sell,Strong sell,Sell,48.21069988,-2.63,1.414332353,-3.176873179,44.38746439,50.2312559,
ZBRA,Zebra Technologies Corporation,Sell,Strong sell,Neutral,47.35329554,-5.09,14.65475,15.32497208,43.53897655,59.03811586,
EGP,"EastGroup Properties, Inc.",Strong buy,Strong buy,Buy,63.6627181,7.28,9.117601471,82.66469427,73.32485682,78.88996435,
DT,"Dynatrace, Inc.",Sell,Sell,Neutral,48.39030809,1.86,-1.446276471,-11.60792514,54.20289855,56.82037769,
ACM,AECOM,Sell,Strong sell,Neutral,38.98276731,-3.31,-4.35600875,-143.8162689,22.32504338,19.99676287,Morning Star
CR,Crane Company,Sell,Sell,Sell,49.7218288,-10.78,3.376244118,2.461940914,38.42739013,43.36898611,
GSAT,"Globalstar, Inc.",Buy,Strong buy,Buy,68.71982719,9.01,11.28677754,82.04788802,97.5034101,97.61888981,Long Lower Shadow
PAG,"Penske Automotive Group, Inc.",Buy,Strong buy,Neutral,60.99883204,3.34,8.975988529,90.62006435,73.97384401,74.66259386,Long Upper Shadow
KNX,Knight-Swift Transportation Holdings Inc.,Buy,Strong buy,Neutral,63.35280491,2.85,6.584644118,82.61575902,70.30105499,74.64387315,
CHWY,"Chewy, Inc.",Strong sell,Strong sell,Sell,43.86312279,-0.14,0.654617059,-100.2651993,19.55555556,32.79012346,
Z,"Zillow Group, Inc.",Buy,Buy,Neutral,55.12371419,5.1,2.446933824,82.24630622,64.26491994,66.48856573,
TXRH,"Texas Roadhouse, Inc.",Strong sell,Strong sell,Neutral,39.21178694,-4.61,-5.329337059,-146.198969,18.21601773,19.72474145,
DCI,"Donaldson Company, Inc.",Buy,Buy,Neutral,54.5187246,0.87,1.656777941,87.02192272,70.95401806,62.12259721,
VIAV,Viavi Solutions Inc.,Buy,Strong buy,Neutral,63.07759568,3.44,8.486326471,94.04961884,82.93554834,87.47336344,Bearish Engulfing
MGM,MGM Resorts International,Strong buy,Strong buy,Buy,67.31838406,3.8,2.025007353,155.0668196,80.22695941,75.87433739,
BMRN,BioMarin Pharmaceutical Inc.,Sell,Strong sell,Neutral,41.07023342,-1.075,-1.786338529,-100.8022271,13.06445604,12.90594683,
WULF,TeraWulf Inc.,Strong buy,Strong buy,Buy,65.6452359,1.98,3.348147353,81.29184758,84.22665035,83.40379687,
AES,The AES Corporation,Buy,Strong buy,Neutral,53.11919216,0.09,0.200308824,76.99820934,87.24951519,86.24705723,Spinning Top Black
XP,XP Inc.,Sell,Sell,Sell,47.45905647,-0.79,0.527605882,-13.83631929,30.9476764,44.56259294,
ARWR,"Arrowhead Pharmaceuticals, Inc.",Buy,Strong buy,Neutral,67.49493501,9.81,10.40427235,109.9604932,83.76255071,88.15249275,
SANM,Sanmina Corporation,Buy,Strong buy,Sell,77.04825804,34.58,37.70542794,125.869788,93.48140767,94.86308117,
SNAP,Snap Inc.,Buy,Strong buy,Buy,63.64169755,0.91,0.788314706,86.37803632,72.1071739,69.34855031,
AM,Antero Midstream Corporation,Neutral,Neutral,Neutral,46.26568669,-0.05,-1.173351471,-33.19501463,40.07489812,33.8094906,
CART,Maplebear Inc.,Strong buy,Strong buy,Buy,61.06555688,3.11,3.587133824,103.0398049,67.94775182,71.30766007,
SJM,The J.M. Smucker Company,Sell,Sell,Buy,45.11011494,5.8,-1.711816176,76.59052496,86.34009853,86.55763604,Inverted Hammer
WTS,"Watts Water Technologies, Inc.",Buy,Strong buy,Neutral,53.3920759,-5.63,2.169373529,61.65811194,63.45207939,60.00711712,
LFUS,"Littelfuse, Inc.",Buy,Strong buy,Neutral,69.5200545,15.98,42.99721324,86.49524756,92.58437436,92.8021527,Bearish Engulfing
DOCN,"DigitalOcean Holdings, Inc.",Buy,Strong buy,Neutral,65.19370098,19.08,11.96880735,117.3221235,90.55186006,89.03427045,
OC,Owens Corning Inc,Buy,Strong buy,Neutral,66.31085576,7.19,13.19025441,103.9589238,85.27075142,86.4839897,
WTFC,Wintrust Financial Corporation,Buy,Strong buy,Buy,59.6069116,2.01,9.317794118,58.51777215,64.35212982,69.19437724,
IT,"Gartner, Inc.",Sell,Strong sell,Neutral,43.06095609,-5.44,-2.995241176,-75.17958327,38.03526448,52.05149734,
EHC,Encompass Health Corporation,Sell,Strong sell,Sell,42.00575407,-6.64,0.249673529,-40.91964519,19.34924917,28.27977147,
DVA,DaVita Inc.,Neutral,Buy,Neutral,50.10636395,-1.51,0.893217647,37.39829348,70.64220183,79.38568435,
BSY,"Bentley Systems, Incorporated",Strong sell,Strong sell,Sell,41.29725749,0.01,-1.586869118,-81.42636588,40.47843878,53.78239429,
RRC,Range Resources Corporation,Neutral,Sell,Neutral,47.98427964,0.32,-1.012457353,-7.355795014,48.77091213,50.21585096,
BLDR,"Builders FirstSource, Inc.",Neutral,Neutral,Neutral,53.13339548,2.35,4.553014412,85.87983919,68.2158376,71.72997825,Doji
GTLS,"Chart Industries, Inc.",Neutral,Buy,Sell,49.10252643,-0.25,0.575830882,9.906720485,45.9188353,59.37726224,
W,Wayfair Inc.,Sell,Strong sell,Neutral,47.74404413,2.96,3.399114412,16.66113527,49.64066849,57.45754242,
ESI,Element Solutions Inc.,Buy,Strong buy,Neutral,69.70586778,2.37,3.891927941,124.0806034,83.72392232,80.66247544,
AUR,"Aurora Innovation, Inc.",Buy,Strong buy,Neutral,58.70291337,0.68,0.616379706,53.71871356,60.22625174,64.44998049,
OGE,OGE Energy Corp,Neutral,Neutral,Neutral,48.50228898,-1.01,-0.846921765,-45.30421802,37.82343988,26.77434662,
MOG.A,Moog Inc.,Buy,Buy,Neutral,49.48003638,-6.64,3.665245294,2.614552877,41.37154097,39.92318317,
ORI,Old Republic International Corporation,Sell,Strong sell,Sell,44.70637444,-1.26,0.832363235,-70.79233651,14.21440935,34.27442947,Spinning Top White
CNM,"Core & Main, Inc.",Sell,Strong sell,Neutral,48.10165493,-3.23,-0.3279,-32.92911273,19.68136842,12.99664717,
BPOP,"Popular, Inc.",Strong buy,Strong buy,Buy,68.21920114,4.22,10.36003529,89.82471787,75.44435585,80.04869863,
JEF,Jefferies Financial Group Inc.,Buy,Buy,Neutral,62.38514319,1.66,4.941772059,82.57573658,67.88728092,68.23062148,
GLXY,Galaxy Digital Inc.,Buy,Strong buy,Neutral,57.66185873,2.55,4.072960588,62.81394265,85.28130467,89.01936634,
AVAV,"AeroVironment, Inc.",Sell,Strong sell,Neutral,46.56562715,1.35,6.117836765,34.51665838,48.76582057,58.67421859,
VMI,"Valmont Industries, Inc.",Buy,Strong buy,Sell,73.38277065,65.91,58.29795706,173.1578107,97.4326863,95.21168035,
AHR,"American Healthcare REIT, Inc.",Buy,Strong buy,Buy,54.15026433,2.18,0.071288779,101.1865796,81.54377549,67.21306285,
RVTY,"Revvity, Inc.",Strong sell,Strong sell,Sell,41.54450813,-5.84,1.325331471,-72.40548762,28.82171813,44.55831257,Long Upper Shadow
UHAL,U-Haul Holding Company,Buy,Buy,Neutral,61.82778837,-0.07,4.682305985,62.61786974,73.08856429,80.75597217,Shooting Star
R,"Ryder System, Inc.",Buy,Strong buy,Sell,72.15151415,28.9,29.47881618,184.076375,91.09394513,89.79466669,
FRT,Federal Realty Investment Trust,Strong buy,Strong buy,Buy,61.70214109,2.18,3.882119118,73.69746075,71.87613735,71.12740821,
APLD,Applied Digital Corporation,Buy,Strong buy,Neutral,59.84148863,6.07,6.275583824,97.86721751,77.18900803,81.95093652,
SSB,SouthState Bank Corporation,Strong buy,Strong buy,Buy,53.98813671,0.04,3.252667647,15.76960135,45.64111727,53.48777155,
AXSM,"Axsome Therapeutics, Inc.",Strong buy,Strong buy,Buy,63.34218932,9.07,15.649385,99.68089175,74.96206826,74.91978802,"Long Upper Shadow, Shooting Star"
DAR,Darling Ingredients Inc.,Buy,Strong buy,Neutral,54.57822802,-1.06,1.352486765,-16.44293489,52.08463758,51.47890467,
MUSA,Murphy USA Inc.,Buy,Strong buy,Sell,58.86901522,22.21,33.63338235,106.236131,80.70500928,81.65091619,Bearish Engulfing
BAX,Baxter International Inc.,Buy,Buy,Neutral,57.57358548,0.86,1.084563235,79.44616415,68.70407133,69.83453585,
KRMN,Karman Holdings Inc.,Sell,Strong sell,Neutral,35.4354504,-15.84,-12.87075471,-194.4260954,5.648225912,9.915778668,
FCFS,"FirstCash Holdings, Inc.",Buy,Strong buy,Neutral,68.98334445,12.86,15.43187206,137.1254101,68.81687321,72.90504256,
ARW,"Arrow Electronics, Inc.",Buy,Strong buy,Sell,78.1617236,11.61,29.03172059,99.87057716,92.84996218,94.97144587,
POWL,"Powell Industries, Inc.",Strong buy,Strong buy,Buy,78.59429011,31.53,47.46248345,104.7579629,93.37471528,91.81944528,Long Lower Shadow
BROS,Dutch Bros Inc.,Buy,Strong buy,Neutral,60.67839003,4.52,3.7476,137.0583221,77.35960087,71.62897633,
UMBF,UMB Financial Corporation,Strong buy,Strong buy,Buy,64.77816244,3.7,6.882147059,57.69155667,82.85014587,82.7187911,
TEM,"Tempus AI, Inc.",Buy,Buy,Neutral,53.32594227,6.7,4.189016471,44.34186723,61.86820218,68.04578091,
OSK,Oshkosh Corporation (Holding Company),Buy,Strong buy,Neutral,50.79187659,-1.03,3.160260588,42.47893544,62.26972541,59.46587881,
SMTC,Semtech Corporation,Buy,Strong buy,Neutral,58.61087703,9.46,18.23501618,72.52976519,77.33011458,80.7942587,
BTSG,"BrightSpring Health Services, Inc.",Buy,Strong buy,Neutral,65.98131733,2.54,3.430491471,121.5519381,87.59285231,83.40714773,
PRIM,Primoris Services Corporation,Buy,Strong buy,Neutral,65.81607574,9.1,19.31353912,101.6667979,84.96154866,89.04913663,
MASI,Masimo Corporation,Buy,Strong buy,Sell,70.0391104,0.19,0.833058824,102.3715118,71.23617124,71.46970526,
SWKS,"Skyworks Solutions, Inc.",Buy,Strong buy,Sell,66.71143486,5.62,5.334751471,128.3344053,89.1115399,92.00405729,
MOH,Molina Healthcare Inc,Buy,Strong buy,Neutral,77.73919821,29.24,18.84567824,224.7850787,94.74541792,89.06728723,
BRX,Brixmor Property Group Inc.,Strong buy,Strong buy,Buy,60.60652698,0.87,0.923730882,69.72999763,72.55960141,74.36467756,
IDCC,"InterDigital, Inc.",Buy,Strong buy,Neutral,55.75181785,10.3,25.69259529,49.94914619,66.46722875,73.72903439,Bearish Engulfing
FRHC,Freedom Holding Corp.,Buy,Buy,Neutral,53.79115826,1.46,5.608643824,-23.82491719,17.53333333,24.07222222,
DDS,"Dillard's, Inc.",Sell,Sell,Neutral,49.09912571,1.46,19.70789559,2.390158896,40.9242393,54.13899729,
TTC,Toro Company (The),Buy,Strong buy,Neutral,52.45481049,-2.04,0.379264706,34.64306013,59.12786401,56.13592254,Spinning Top White
BILI,Bilibili Inc.,Sell,Strong sell,Neutral,33.24205418,-2.76,-1.380301471,-117.6886922,6.85689189,11.33305997,
